anio,numero,asignatura,tema,enunciado,opcion_1,opcion_2,opcion_3,opcion_4,respuesta_correcta
2015,138,Inmunología,Inmunidad Adaptativa,"Genéricamente, las citocinas:",Están entre las proteínas de más alto peso molecular.,Tienen una vida media en suero muy corta.,Actúan a concentraciones muy altas.,En cuanto a la expresión del receptor de la IL-2.,2
2015,139,Fisiología y Anatomía,Sistema Nervioso y Sentidos,En cuanto a la expresión del receptor de IL-2:,Los linfocitos T en reposo expresan la forma de alta afinidad.,Los linfocitos T en reposo expresan cadena alfa.,Los linfocitos T en reposo expresan el complejo de cadenas bera y gamma común en alta cantidad.,"Los linfocitos T activados expresan las cadenas alfa, beta y gamma común.",4
2015,140,Inmunología,Inmunidad Adaptativa,"En los linfocitos T, CD28 es:",Un receptor coestimulador.,Un ligando de CD2.,Una molécula accesoria de adhesión celular.,Un receptor inhibidor.,1
2015,141,Inmunología,Inmunidad Adaptativa,Los linfocitos TH17:,Son inducidos por IL-17.,Median reacciones alérgicas.,Cooperan con los TH1 en la inmunidad celular.,Producen TGF-beta de manera importante.,3
2015,142,Fisiología y Anatomía,Sistema Nervioso y Sentidos,"Como en el caso del receptor de los linfocitos B, el receptor antigénico de los linfocitos T:",Experimenta cambio isotípico.,Experimenta hipermutación somática.,Se produce de forma secretada.,Consta de dominios C y dominios V.,4
2015,143,Inmunología,Inmunidad Adaptativa,En el estadío de linfocito B inmaduro:,Aún no ha habido reordenamientos en la cadena ligera.,Se expresa IgM en superficie.,Se expresan sustitutos de la cadena ligera.,Hay diferenciación en respuesta a los antígenos.,2
2015,144,Inmunología,Inmunidad Adaptativa,La mayoría de los linfocitos T reguladores:,Son CD8+.,Expresan niveles altos de CD25.,Expresan niveles altos de IL-7.,Suelen expresar cantidades bajas de CTLA- 4.,2
2015,145,Inmunología,Inmunidad Adaptativa,La miastenia grave en un ejemplo de enfermedad causada por:,Anticuerpos específicos.,Inmunocomplejos.,Citocinas.,Linfocitos T citotóxicos.,1
2015,146,Bioquímica y Biología Molecular,Procesos Moleculares,"Como inmunosupresor, la rapamicina:",Inhibe la transcripción de la IL-2.,Inhibe la síntesis nueva de nucleótidos con guanina.,Bloquea las vías coestimuladoras del linfocito T.,Bloquea la proliferación de linfocitos T.,4
2015,147,Inmunología,Técnicas Inmunológicas,"En la generación de hibridomas por la metodología convencional, la presencia de aminopterina en el medio de selección tiene por objeto inhibir la síntesis de:",Purinas.,Citosinas.,Anticuerpos.,Glutamina.,1
2015,149,Estadística y Metodología,Fiabilidad de Pruebas,"De los siguientes inmunoensayos, el de mayor sensibilidad es:",Inmunofluerescencia.,Inmunoelectroforesis.,ELISA con quimioluminiscencia.,Nefelometría.,3
2015,150,Inmunología,Inmunidad Innata y Complemento,La prueba de la tuberculina es un ejemplo de ensayo de:,La respuesta inmunitaria innata.,La respuesta inmunitaria adaptativa.,Citotoxicidad.,Prueba específica de inmunodeficiencia.,2
2015,151,Genética,Genética de Poblaciones y Evolución,"Si el perceptil 95 de la talla de los recién nacidos de una determinada población es 45 cm, el:",95% de los recién nacidos mide más de 45 cm.,5% de los recién nacidos mide más de 45 cm.,95% de los recién nacidos mide 45 cm.,5% de los recién nacidos mide menos de 45 cm.,2
2015,152,Estadística y Metodología,Bioestadística,"Si una muestra presenta un coeficiente de variación (CV) de 0,15 significa que:",La desviación típica supone el 15% de la media.,La media supone el 25% de la desviación típica.,La media supone el 30% de la varianza.,La desviación típica supone el 85% de la media.,1
2015,153,Estadística y Metodología,Bioestadística,Comparando los test de hipótesis unilaterales (1 cola) y bilaterales (2 colas):,Los tests bilaterales siempre dan valores de p superiores.,Los tests bilaterales siempre dan valores de p menores.,"Si un test unilateral es significativo, también lo será el bilateral.",Un test bilateral es más sensible que un unilateral.,1
2015,154,Estadística y Metodología,Bioestadística,Un test que permite comparar dos muestras independientes cuando la variable se distribuye normalmente y las muestras tienen homogeneidad de varianza es:,t de Student con n1+n2 grados de libertad.,t de Student con (n1+n2)-1 grados de libertad.,t de Student con (n1+n2)-2 grados de libertad.,Welch.,3
2015,155,Estadística y Metodología,Bioestadística,El análisis de la varianza (Anova) de una vía:,Compara medias de 3 o más muestras independientes.,Compara varianzas de 3 o más muestras independientes.,Es un test de hipótesis no paramétrico.,Utiliza la distribución t de Student.,1
2015,156,Fisiología y Anatomía,Endocrino y Reproductor,Respecto a Paragonimus westermani podemos afirmar que:,Miden más de 20 milímetros de longitud.,El ovario y los testículos están localizados en un extremo.,Se puede establecer el diagnóstico por la presencia de huevos en esputo y heces.,Sus huevos son embrionados.,3
2015,157,Microbiología y Parasitología,Parasitología,En la oncocercosis el vector es:,Mosca negra (género Simulium).,Garrapata.,Gasterópodos acuáticos.,Piojos.,1
2015,158,Microbiología y Parasitología,Parasitología,En relación con los flagelados se denomina pleomorfo,El ciclo vital con un solo tipo morfológico.,El ciclo vital en el que ocurren varios tipos morfológicos.,Al bastoncillo central de sostén que muestran algunos flagelados.,Al cuerpo en forma de óvalo o de bastoncillo que se observa en hemoflagelados.,2
2015,159,Biología Celular e Histología,Histología Humana,Los tremátodos:,Son todos monoicos.,Los huevos de todos ellos son operculados.,En su superficie ventral tienen una o más ventosas musculares.,Todos ellos tienen una faringe muscular.,3
2015,160,Microbiología y Parasitología,Parasitología,El vector de la fiebre del valle del Rift es un:,Mosquito.,Garrapata.,Piojo.,Pulga.,1
2015,161,Fisiología y Anatomía,Endocrino y Reproductor,NO es producida por la placenta la:,Hormona Luteinizante (LH).,Gonadotropina coriónica humana (HCG).,Progesterona.,Somatomamotrofína coriónica.,1
2015,162,Fisiología y Anatomía,Endocrino y Reproductor,¿Cuál de los siguientes tipos celulares produce testosterona?,Células de Sertoli.,Células de Leydig.,Células mioides.,Espermatogonias.,2
2015,163,Biología Celular e Histología,Histología Humana,¿Dónde se originan las células de la cresta neural?,El tubo neural.,Los márgenes laterales de la placa neural.,Los somitas.,El endodermo del saco vitelino.,2
2015,164,Biología Celular e Histología,Histología Humana,¿A partir de qué células se origina el esclerotomo?,Mesodermo paraaxial.,Mesodermo intermedio.,Mesodermo lateral.,Cordomesodermo.,1
2015,165,Biología Celular e Histología,Histología Humana,¿Cuál de los siguientes tejidos se introduce a través de la línea primitiva?,El sincitiotrofoblasto.,El citotrofoblasto.,El hipoblasto.,El epiblasto.,4
2015,167,Genética,Genética Mendeliana y Herencia,En el análisis de un pedigrí de un rasgo autosómico recesivo:,El rasgo aparece más frecuentemente.,Las personas afectadas no transmiten el rasgo.,Es rasgo tiende a saltar generaciones.,El rasgo aparece más frecuentemente en mujeres.,3
2015,168,Genética,Genética Mendeliana y Herencia,¿Qué técnica genética podría utilizar para diagnosticar un síndrome de Miller-Diecker?,Citogenética convencional.,Hibridación in situ con fluorescencia (FISH) con sonda centromérica.,Hibridación in situ con fluorescencia (FISH) con sonda telomérica.,Hibridación in situ con fluorescencia (FISH) con sonda locus-específica.,4
2015,169,Genética,Genética Mendeliana y Herencia,En una característica del síndrome de Prader- Willi:,Labio leporino.,Retraso mental severo.,Risa incontrolada.,Obesidad después del año de edad.,4
2015,170,Genética,Citogenética y Alteraciones Cromosómicas,¿Cuántos cromosomas tendrá un varón con monosomía del cromosoma 7 y nulisomía del cromosoma 8?,43.,45.,44.,42.,1
2015,171,Bioquímica y Biología Molecular,Procesos Moleculares,Está bien asociado con su función:,ARN ribosómico –procesamiento del pre – ARN mensajero.,ARN mensajero – unión a aminoácido.,Micro ARN – inhibe la traducción del ARN ribosómico.,ARN nucleolar pequeño – procesamiento del ARN ribosómico.,4
2015,172,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",En eucariotas los intrones del grupo II están presentes en genes:,De ARNr.,De ARNt.,Que codifican proteínas en el núcleo.,Que codifican proteínas en las mitocondrias.,4
2015,173,Bioquímica y Biología Molecular,Procesos Moleculares,En la edición del ARN intervienen los:,ARNs ribosomales guías.,ARNs transferentes guías.,ARNs mensajeros guías.,ARNs ribosomales moldes.,3
2015,174,Bioquímica y Biología Molecular,Procesos Moleculares,En un codón de iniciación de la traducción:,AUG.,UAU.,UAG.,UGA.,1
2015,175,Biología Celular e Histología,Histología Humana,Es una enfermedad causada por expansión por repetición de trinucleóticos:,Síndrome de Noonan.,Síndrome de Pearson.,Ataxia de Fiedrich.,Distrofia muscular de Duchénne.,3
2015,176,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",La mutación que cambia la secuencia de aminoácidos de la proteínas sin alterar su función se denomina:,Neutral.,Silenciosa.,Supresora intragénica.,Supresora intergénica.,1
2015,177,Genética,Genética Mendeliana y Herencia,El oncogén C-MYC codifica un:,Factor de crecimiento.,Factor de transcripción.,Receptor de factor de crecimiento.,Regulador de ciclo celular.,2
2015,178,Genética,Genética Mendeliana y Herencia,La proporción fenotípica dihíbrida en la epistasia simple recesiva es:,9:3:4,12:3:1,9:7,13:3,1
2015,179,Bioquímica y Biología Molecular,Procesos Moleculares,Es una enfermedad asociada con defectos en la reparación del ADN:,Enfermedad de Tay-Sachs.,Acatalasemia.,Síndrome de Marfan.,Cáncer colorrectal hereditario no polipósico.,4
2015,180,Bioquímica y Biología Molecular,Procesos Moleculares,El ARN nucleolar pequeño (ARNsno) está implicado en:,El procesamiento del ARNr.,La inhibición de la traducción del ARNm.,La degradación de otras moléculas de ARN.,El procesamiento de los pre-ARNm.,1
2015,181,Genética,Citogenética y Alteraciones Cromosómicas,El mecanismo más frecuente que induce la activación del protooncogen NMYC en el meuroblastoma es:,Mutación puntual.,Amplificación génica.,Deleción.,Translocación.,2
2015,182,Inmunología,Inmunidad Adaptativa,El locus del gen que codifica la cadena ligera lambda de las inmunoglobulinas es:,14q32.,7q22.,22q11.,2p11.,3
2015,183,Genética,Genética Mendeliana y Herencia,La base de datos donde se recoge el catálogo de genes y enfermedades genéticas humanas hereditarias se denomina:,Entrez Gene.,EMBL.,OMIM.,INSDC.,3
2015,184,Genética,Genética Mendeliana y Herencia,Es una enfermedad con herencia autosómica recesiva:,Alcaptonuria.,Hipercolesteronemia familiar.,Corea de Huntington.,Síndrome de Crouzon.,1
2015,185,Genética,Genética Mendeliana y Herencia,El gen implicado en la Hemofilia A se localiza en la región cromosómica:,Xp28.,Xq28,17p12.,18q22.,2
2015,186,Genética,Genética Mendeliana y Herencia,Es una enfermedad con herencia dominante ligada al cromosoma X:,Distrofia muscular de Duchenne.,Enfermedad de Fraby.,Fibrosis quística.,Hipertricosis.,4
2015,187,Bioquímica y Biología Molecular,Procesos Moleculares,Es una enfermedad producida por mutaciones del ADN mitocondrial:,Neuropatía óptica hereditaria.,Síndrome de Goltz.,Síndrome de Hunter.,Neurofibromatosis.,1
2015,188,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz",La hemocromatosis primaria es una enfermedad:,Mitocondrial.,Recesiva ligada al X.,Dominante ligada al X.,Autosómica recesiva.,4
2015,189,Genética,Genética Mendeliana y Herencia,Las mutaciones del gen RAI1 (gen inducido por ácido retinoico) se asocian al síndrome de:,Sotos.,Marfan.,Smith-Magenis.,Rett.,3
2015,190,Genética,Citogenética y Alteraciones Cromosómicas,"Para detectar pequeñas deleciones o duplicaciones a nivel genómico, la técnica de elección será:",Cariotipo de bandas G.,Array CGH.,Microarrays de expresión.,PCR.,2
2015,191,Bioquímica y Biología Molecular,Metabolismo Energético,"La lanzadera de la carnitina al interior de la mitocondria, transporta:",Poder reductor.,ATP y Pi.,Ácidos grasos.,Aminoácidos proteicos.,3
2015,192,Bioquímica y Biología Molecular,Metabolismo Energético,Es una característica de la piruvato quinasa:,Catalizar una reacción reversible.,Catalizar una reacción que da lugar a un producto con un solo grupo fosfato.,Catalizar una reacción que genera ATP.,Participar en la gluconeogénesis.,3
2015,193,Bioquímica y Biología Molecular,Metabolismo Energético,El enlace glucosídico en los disacáridos se caracteriza por:,Implicar al menos a un carbono anomérico.,Tener configuración beta en la maltosa.,Ser un enlace N-glucosídico.,Presentar carga.,1
2015,194,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Caracteriza a los puentes de hidrógeno presentes en la hélice alfa el:,Formarse entre cadenas polipeptídicas adyacentes.,Establecerse entre grupos amino y carbonilo de los enlaces peptídicos.,Implicar a grupos cargados positiva y negativamente.,Establecerse entre grupos de cadenas laterales.,2
2015,196,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Sobre la metilación del DNA es cierto que:,Inhibe la transcripción.,Puede ser mono- di- o trimetilación.,La introducen enzimas denominadas HAT.,La eliminan enzimas denominadas HDACs.,1
2015,197,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Cuál es el codón de inicio de la traducción y qué aminoácido codifica?,"GAU, alanina.","UAA, leucina.","AUG, metionina.","AUU, triptófano.",3
2015,198,Bioquímica y Biología Molecular,Procesos Moleculares,Caracteriza a la RNA polimerasa en la transcripción,Sintetizar DNA empleando RNA como molde.,Iniciar la síntesis del RNA sin necesidad de cebadores.,Llevar a cabo la síntesis simultánea de dos cadenas de RNA.,Transcribir todo el DNA a RNA.,2
2015,199,Bioquímica y Biología Molecular,Procesos Moleculares,La telomerasa es una:,Topoisomerasa.,Transcriptasa inversa.,Helicasa.,Exonucleasa.,2
2015,200,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",Las aminoacil-tRNA sintetasas:,Unen el aminoácido al codón.,Unen el aminoácido al extremo 3´del tRNA.,Unen el aminoácido al brazo del anticodón.,"No son específicas, ni para el tRNA ni para el aminoácido.",2
2015,201,Bioquímica y Biología Molecular,Procesos Moleculares,Los fragmentos de Okazaki son:,El resultado de la proteólisis de la DNA polimerasa.,Fragmentos de DNA que se sinsetizan en dirección 3´->5.,Fragmentos de RNA que actúan como cebadores.,Fragmentos de DNA en la hebra retrasada.,4
